Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
baystorm-dresser,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_27_10.400995_bcqgrzifct_fb3191e9-8420-4094-a385-ee2b21dbdf0f.jpg?v=1734350735,4,,,,,,,,,,,,,,,,,,,,,,
baystorm-dresser,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_45_20.702311_wsxwdlqbiv.jpg?v=1734350736,5,,,,,,,,,,,,,,,,,,,,,,
baystorm-dresser,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_15_41.611992_eahfkncbhm.jpg?v=1734350737,6,,,,,,,,,,,,,,,,,,,,,,
baystorm-dresser,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_35_14.591146_ohhhgkdjyr.jpg?v=1734350739,7,,,,,,,,,,,,,,,,,,,,,,
baystorm-dresser,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_42_15.017052_rbruwaaywd.jpg?v=1734350740,8,,,,,,,,,,,,,,,,,,,,,,
baystorm-dresser,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_43_53.840044_lzducodlsz.jpg?v=1734350741,9,,,,,,,,,,,,,,,,,,,,,,
baystorm-dresser,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_35_14.712609_zoqhtsrofw.jpg?v=1734350742,10,,,,,,,,,,,,,,,,,,,,,,
baystorm-dresser-and-mirror,Baystorm Dresser and Mirror,"Casually cool style and lots of storage go hand in hand with this dresser with mirror. Its driftwood and smoky finish create an easy-going vibe that's perfect for setting the scene of a relaxed getaway. Six roomy drawers give you the space needed for stowing away clothes and more. Clean lines and modern handles provide a fuss-free look. <br><br> <h3>More About This Product</h3> <b>Product Details</b><ul>
<li>Made with engineered wood (MDF/particleboard) and decorative laminate</li>
<li>Smoky gray finish over replicated oak grain with authentic touch</li>
<li>6 smooth-gliding drawers</li>
<li>Linear pulls with antiqued gunmetal-tone finish</li>
<li>Faux linen finished drawer interiors</li>
<li>Mirror attaches to back of dresser; can also hang vertically or horizontally on wall</li>
<li>Safety is a top priority, clothing storage units are designed to meet the most current standard for stability, ASTM F 2057 (ASTM International)</li>
<li>Drawers extend out to accommodate maximum access to drawer interior while maintaining safety</li>
<li>Assembly required</li>
</ul><br> <div class=""container-desc""> <h2 class=""kas58-header"">Weight &amp; Dimensions</h2> <details> <summary>Dimensions</summary> <table class=""kas58-table""> <tbody> <tr class=""kas58-row""> <td class=""kas58-cell-header"">Full Dimension</td> <td class=""kas58-cell""><p>62W x 15D x 68H</p></td> </tr>
</tbody> </table> </details> <br> <details> <summary>Weight</summary> <table class=""kas58-table""> <tbody> <tr class=""kas58-row""> <td class=""kas58-cell-header"">Weight</td> <td class=""kas58-cell""><p>203lbs.</p></td> </tr> </tbody> </table> </details> </div>",Romeo Furniture,Dresser & Mirror,"ar-availability_available, availability_in-stock, Brand_Ashley, Collection_Baystorm, Color_Gray, consumer-assembly_assembly-required, dresser-mirror, number-of-drawers_6, product-theme_urban-foundry-u, product-video_not-available, romeo-furniture, shipping_not-express, style_casual, sub-brand_signature-design-by-ashley-reg, top-products_consumer-choice, Type_Dresser, under-500, VendorCollectionId_B221",2024-12-16T07:05:24-05:00,Title,Default Title,,,,,B221B30,92079,,100,deny,manual,449.99,599.99,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_14_14.145014_buxjkhbaeb.jpg?v=1734350725,1,Baystorm Dresser and Mirror image,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_14_14.145014_buxjkhbaeb.jpg?v=1734350725,lb,,,active
baystorm-dresser-and-mirror,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_12_22.251209_yacbcaojqg.jpg?v=1734350733,2,,,,,,,,,,,,,,,,,,,,,,
baystorm-dresser-and-mirror,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_30_16.523930_jfdhvgsoxt.jpg?v=1734350734,3,,,,,,,,,,,,,,,,,,,,,,
baystorm-dresser-and-mirror,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_27_10.400995_bcqgrzifct_4075e94c-c205-4df8-92b9-631c188c9603.jpg?v=1734350735,4,,,,,,,,,,,,,,,,,,,,,,
baystorm-dresser-and-mirror,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_18_14.552620_fmrgnydsdb_4b34c4be-4cf5-40ee-83f1-6e6b97b8916e.jpg?v=1734350736,5,,,,,,,,,,,,,,,,,,,,,,
baystorm-dresser-and-mirror,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_40_54.803173_jgnxtmhtgd_481876c4-ba89-4e69-bf7a-4c2aa45a769c.jpg?v=1734350737,6,,,,,,,,,,,,,,,,,,,,,,
baystorm-dresser-and-mirror,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_45_20.702311_wsxwdlqbiv_e40a9d45-8960-4341-8441-c55e6a6f5959.jpg?v=1734350739,7,,,,,,,,,,,,,,,,,,,,,,
baystorm-dresser-and-mirror,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_15_41.611992_eahfkncbhm_69e57f0d-9cec-44e2-895e-deec8d7f964e.jpg?v=1734350740,8,,,,,,,,,,,,,,,,,,,,,,
baystorm-dresser-and-mirror,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_35_14.591146_ohhhgkdjyr_3aaeaaaa-7d8b-4463-b34a-b972921df2b8.jpg?v=1734350741,9,,,,,,,,,,,,,,,,,,,,,,
baystorm-dresser-and-mirror,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_42_15.017052_rbruwaaywd_3779b3de-1f38-4575-8728-a44d47de75f9.jpg?v=1734350742,10,,,,,,,,,,,,,,,,,,,,,,
baystorm-dresser-and-mirror,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_43_53.840044_lzducodlsz_37a8e1c8-d325-43d4-b82d-09aaff102488.jpg?v=1734350743,11,,,,,,,,,,,,,,,,,,,,,,
baystorm-dresser-and-mirror,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_35_14.712609_zoqhtsrofw_4ff746d4-f3f2-4ad3-b105-aa078781f96f.jpg?v=1734350744,12,,,,,,,,,,,,,,,,,,,,,,
baystorm-dresser-and-mirror,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_35_14.772576_ozoflpqcqy_b91149b1-41c5-4ec3-a793-55b28216b46f.jpg?v=1734350745,13,,,,,,,,,,,,,,,,,,,,,,
baystorm-dresser-and-mirror,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_28_10.614534_yhtdqwqkmq_b06c8184-1976-4d15-a4e8-e77e68dd8045.jpg?v=1734350747,14,,,,,,,,,,,,,,,,,,,,,,
baystorm-dresser-and-mirror,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_01_53.829116_snihubihkm_dc8d0f9a-f519-43bd-986c-00e06c6fe982.jpg?v=1734350748,15,,,,,,,,,,,,,,,,,,,,,,
baystorm-dresser-and-mirror,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_35_14.922976_mqpoqhapdb.jpg?v=1734350749,16,,,,,,,,,,,,,,,,,,,,,,
baystorm-dresser-and-mirror,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_23_05.054757_hqbvuktqef.jpg?v=1734350750,17,,,,,,,,,,,,,,,,,,,,,,
baystorm-nightstand,Baystorm Nightstand,"Beachy style and room for bedside essentials go hand in hand with this nightstand. Its driftwood and surfer-inspired smoky finish creates a rustic look that's perfect for setting the scene of an island getaway. You’ll find the drawer and cubby to be spacious. Clean lines and modern handles provide an authentic look to be admired for years to come. <br><br> <h3>More About This Product</h3> <b>Special Features</b><ul><li>USB and/or Power Strip</li></ul><b>Product Details</b><ul>
<li>Made of engineered wood (MDF/particleboard) and decorative laminate</li>
<li>Smoky gray finish over replicated oak grain</li>
<li>Linear pull with antiqued gunmetal finish</li>
<li>1 smooth-gliding drawer and open cubby</li>
<li>Faux linen finished drawer interior</li>
<li>Slim-profile USB charging station</li>
<li>Power cord included; UL Listed</li>
<li>Small Space Solution</li>
<li>Assembly required</li>
</ul><br> <div class=""container-desc""> <h2 class=""kas58-header"">Weight &amp; Dimensions</h2> <details> <summary>Dimensions</summary> <table class=""kas58-table""> <tbody> <tr class=""kas58-row""> <td class=""kas58-cell-header"">Full Dimension</td> <td class=""kas58-cell""><p>21W x 15D x 25H</p></td> </tr>
</tbody> </table> </details> <br> <details> <summary>Weight</summary> <table class=""kas58-table""> <tbody> <tr class=""kas58-row""> <td class=""kas58-cell-header"">Weight</td> <td class=""kas58-cell""><p>50lbs.</p></td> </tr> </tbody> </table> </details> </div>",Romeo Furniture,Nightstand,"ar-availability_available, availability_in-stock, Brand_Ashley, Collection_Baystorm, Color_Gray, consumer-assembly_assembly-required, Extreme Value Collection_True, material_wood-products-and-other, nightstand, number-of-drawers_1, product-theme_urban-foundry-u, product-video_not-available, romeo-furniture, Room_Bedroom, shade_dark, shipping_express, style_casual, sub-brand_signature-design-by-ashley-reg, top-products_consumer-choice, Type_Nightstand, under-500, VendorCollectionId_B221",2024-12-16T07:05:43-05:00,Title,Default Title,,,,,B221-91,22680,,100,deny,manual,219.99,299.99,TRUE,TRUE,24052420586,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_14_14.331502_oesiipsoqi.jpg?v=1734350744,1,Baystorm Nightstand image,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_14_14.331502_oesiipsoqi.jpg?v=1734350744,lb,,,active
baystorm-nightstand,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_35_15.041862_xxgmggdxzi.jpg?v=1734350750,2,,,,,,,,,,,,,,,,,,,,,,
baystorm-nightstand,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T00_03_19.015299_cgkxzkubuo.jpg?v=1734350751,3,,,,,,,,,,,,,,,,,,,,,,
baystorm-nightstand,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_27_10.400995_bcqgrzifct_fb9355c8-d9a9-456f-8415-b2f7c24b15bf.jpg?v=1734350752,4,,,,,,,,,,,,,,,,,,,,,,
baystorm-nightstand,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_35_15.135620_peukvzmfrh.jpg?v=1734350754,5,,,,,,,,,,,,,,,,,,,,,,
baystorm-nightstand,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_07_44.983518_lmwszfdhlj.jpg?v=1734350755,6,,,,,,,,,,,,,,,,,,,,,,
baystorm-nightstand,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_45_21.334493_yvkyluixeg.jpg?v=1734350756,7,,,,,,,,,,,,,,,,,,,,,,
baystorm-nightstand,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_31_55.105195_spcqmmzyun.jpg?v=1734350759,8,,,,,,,,,,,,,,,,,,,,,,
baystorm-nightstand,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_35_15.400689_yhdxsqugjg.jpg?v=1734350760,9,,,,,,,,,,,,,,,,,,,,,,
baystorm-nightstand,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_35_15.427340_kaqpoekjew.jpg?v=1734350761,10,,,,,,,,,,,,,,,,,,,,,,
baystorm-nightstand,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_28_10.856438_byjcatuapa_0b24890f-0fc5-479e-a5ef-c48e5bb32702.jpg?v=1734350763,11,,,,,,,,,,,,,,,,,,,,,,
baystorm-storage-bed,Baystorm Storage Bed,"Rest in the beachy style and practicality of this panel storage bed. Its driftwood and surfer-inspired smoky finish gives this bed a rustic look that's perfect for creating an island escape in the room. Two underbed storage drawers provide room for stowing away spare bedding and more. Clean lines and modern charm blend for an authentic look to be enjoyed for years to come. Included slats eliminate need for foundation/box spring. Mattress sold separately.
<br><br>
<h3>More About This Product</h3>
<br>
<div class=""container-desc"">
    <h2 class=""kas58-header"">Weight &amp; Dimensions</h2>
    <details>
        <summary>Dimensions</summary>
        <table class=""kas58-table"">
            <tbody>
                <tr class=""kas58-row"">
                    <td class=""kas58-cell-header"">Full Dimension</td>
                    <td class=""kas58-cell""><p>79.75W x 86.5D x 51.5H</p></td>
            </tr>
</tbody>
        </table>
    </details>
    <br>
    <details>
        <summary>Weight</summary>
        <table class=""kas58-table"">
            <tbody>
                <tr class=""kas58-row"">
                    <td class=""kas58-cell-header"">Weight</td>
                    <td class=""kas58-cell""><p>231lbs.</p></td>
                </tr>
            </tbody>
        </table>
    </details>
</div>",Romeo Furniture,Bed,"1000-1500, 500-1000, ar-availability_available, availability_in-stock, bed, bed-size_full, bed-size_king, bed-size_queen, bed-style_panel-bed, Bedroom Demographic_Youth, Brand_Ashley, Collection_Baystorm, Color_Gray, Extreme Value Collection_False, material_wood-products-and-other, number-of-drawers_2, product-video_not-available, Production_Paused, romeo-furniture, Room_Bedroom, seat-count_0, shipping_not-express, style_casual, sub-brand_signature-design-by-ashley-reg, top-products_consumer-choice, Type_Bed",2024-12-16T07:05:51-05:00,Bed Size,King,Option,Bed w/ Storage Drawers (2),,,B221B12,104780,,100,deny,manual,839.99,1119.99,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T00_57_03.429996_xiijwdmpcs.jpg?v=1734350752,1,Baystorm Storage Bed image,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T00_57_03.429996_xiijwdmpcs.jpg?v=1734350752,lb,,,active
baystorm-storage-bed,,,,,,,,Queen,,Bed w/ Storage Drawers (4),,,B221B13,115271,,100,deny,manual,899.99,1199.99,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_28_42.266565_hdxqmiqrag.jpg?v=1734350804,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_28_42.266565_hdxqmiqrag.jpg?v=1734350804,lb,,,
baystorm-storage-bed,,,,,,,,King,,Bed w/ Storage Drawers (6),,,B221B16,142882,,100,deny,manual,1219.99,1629.99,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_42_11.809749_fjlfqfswab.jpg?v=1734350807,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_42_11.809749_fjlfqfswab.jpg?v=1734350807,lb,,,
baystorm-storage-bed,,,,,,,,Queen,,Bed w/ Storage Drawers (2),,,B221B5,88963,,100,deny,manual,659.99,879.99,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_15_36.969591_sakigzlnbq.jpg?v=1734350808,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T00_57_03.363453_rwsouxbioo.jpg?v=1734350853,lb,,,
baystorm-storage-bed,,,,,,,,Queen,,Bed w/ Storage Drawers (6),,,B221B4,127065,,100,deny,manual,1049.99,1399.99,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_50_41.288323_rbbjcuvkja.jpg?v=1734350810,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_28_42.266565_hdxqmiqrag_96ebc44f-093b-4dec-b3fb-8588f4cb6532.jpg?v=1734350856,lb,,,
baystorm-storage-bed,,,,,,,,King,,Bed w/ Storage Drawers (4),,,B221B15,131088,,100,deny,manual,1079.99,1439.99,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_26_44.943759_zbbivrooyl.jpg?v=1734350811,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_42_11.809749_fjlfqfswab_314bc290-ac52-41d1-8298-bf5e9d600ab4.jpg?v=1734350858,lb,,,
baystorm-storage-bed,,,,,,,,Full,,Bed w/ Storage Drawers (2),,,B221B34,82554,,100,deny,manual,609.99,819.99,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T00_38_57.293137_fajgoiqwii.jpg?v=1734350812,7,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_30_12.737051_pnptihzhtw.jpg?v=1734350900,lb,,,
baystorm-storage-bed,,,,,,,,Full,,Bed w/ Storage Drawers (6),,,B221B27,120656,,100,deny,manual,979.99,1309.99,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_36_10.058141_bmjlrkjpej.jpg?v=1734350813,8,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_18_09.560596_htxshjyvrl.jpg?v=1734350902,lb,,,
baystorm-storage-bed,,,,,,,,Full,,Bed w/ Storage Drawers (4),,,B221B25,108409,,100,deny,manual,829.99,1109.99,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T00_51_02.122153_iyjliwlguq.jpg?v=1734350814,9,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_09_08.293293_azzdlokxwu.jpg?v=1734350905,lb,,,
baystorm-storage-bed,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_27_10.400995_bcqgrzifct_ba021e32-225a-4dbe-b686-359a09b195e3.jpg?v=1734350816,10,,,,,,,,,,,,,,,,,,,,,,
baystorm-storage-bed,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_27_10.400995_bcqgrzifct_929e6121-a58f-4404-883e-853328ce97d4.jpg?v=1734350817,11,,,,,,,,,,,,,,,,,,,,,,
baystorm-storage-bed,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_27_10.400995_bcqgrzifct_f0e0d3d2-08eb-4235-9544-e228e7d69f16.jpg?v=1734350818,12,,,,,,,,,,,,,,,,,,,,,,
baystorm-storage-bed,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_28_33.419447_wmlsquljic_b15ed1bf-e1bb-4c18-9a1c-d3712ef69da5.jpg?v=1734350819,13,,,,,,,,,,,,,,,,,,,,,,
baystorm-storage-bed,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_28_33.419447_wmlsquljic_95768500-e3c4-4ab0-a825-f807a973d24a.jpg?v=1734350820,14,,,,,,,,,,,,,,,,,,,,,,
baystorm-storage-bed,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_28_33.419447_wmlsquljic_dc2ac744-3843-4bbc-8bcd-b68a8469f2b4.jpg?v=1734350821,15,,,,,,,,,,,,,,,,,,,,,,
baystorm-storage-bed,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_28_34.784935_ztcyazjdng_fde9b8ec-8479-4ad7-967d-0244225eecd6.jpg?v=1734350825,16,,,,,,,,,,,,,,,,,,,,,,
baystorm-storage-bed,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_28_34.784935_ztcyazjdng_cefbb5b8-15fc-493f-85a8-b39a86396bcc.jpg?v=1734350828,17,,,,,,,,,,,,,,,,,,,,,,
baystorm-storage-bed,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_28_34.784935_ztcyazjdng_74183231-17bc-43c6-9bb4-1a73cc13bb5d.jpg?v=1734350832,18,,,,,,,,,,,,,,,,,,,,,,
baystorm-storage-bed,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_39_10.279892_hbswwodbzk_dbdeef48-97b6-4e4b-b537-80f90820e155.jpg?v=1734350835,19,,,,,,,,,,,,,,,,,,,,,,
baystorm-storage-bed,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_42_11.890978_ppfnlupwmq_2a0415bf-b4c0-41d4-8b9b-f2a3c116b434.jpg?v=1734350836,20,,,,,,,,,,,,,,,,,,,,,,
baystorm-storage-bed,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T01_39_10.279892_hbswwodbzk_be2859d3-515a-4e86-8bd1-ed5fdd79c390.jpg?v=1734350837,21,,,,,,,,,,,,,,,,,,,,,,
baystorm-storage-bed,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_28_42.526235_ksesbqfgwp_599c3ff1-66a3-4fad-b6fe-cd9ea8b52c06.jpg?v=1734350838,22,,,,,,,,,,,,,,,,,,,,,,
baystorm-storage-bed,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_06_16.112162_pbdknvlcmp_1f68236b-cb1e-43da-a068-126aa7ad820c.jpg?v=1734350840,23,,,,,,,,,,,,,,,,,,,,,,
baystorm-storage-bed,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_28_42.526235_ksesbqfgwp_4890e632-d819-432d-853a-0dbdd71d66c5.jpg?v=1734350841,24,,,,,,,,,,,,,,,,,,,,,,
baystorm-storage-bed,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_00_17.803503_vgqwjurcwk_b6276412-a9c8-4647-ba57-6f1a5600f823.jpg?v=1734350842,25,,,,,,,,,,,,,,,,,,,,,,
baystorm-storage-bed,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_28_42.526235_ksesbqfgwp_9b55d5b3-cf9d-4689-a10c-8c3fd6d23386.jpg?v=1734350843,26,,,,,,,,,,,,,,,,,,,,,,
baystorm-storage-bed,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_00_17.803503_vgqwjurcwk_0c3ebe94-35b1-4897-ac1b-f972a0385c73.jpg?v=1734350845,27,,,,,,,,,,,,,,,,,,,,,,
baystorm-storage-bed,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_12_18.489816_kcwcmwlksy_58c55204-8ba4-4ad9-976a-0fb41fcea151.jpg?v=1734350846,28,,,,,,,,,,,,,,,,,,,,,,
baystorm-storage-bed,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0790/7849/0424/files/Ashley_20Furniture_2024-08-27T02_00_17.803503_vgqwjurcwk_7b88c86b-1d9e-441b-bdfa-d2ac3dc9470e.jpg?v=1734350847,29,,,,,,,,,,,,,,,,,,,,,,
